"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
8,"Topo?climatic microrefugia explain the persistence of a rare endemic plant in the Alps during the last 21 millennia","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12515",NA,0,2,0,1,FALSE,2013,4.768,"D"
8,"Climatic factors controlling plant sensitivity to warming","Climatic Change","0165-0009, 1573-1480","Article","2013-12-08","10.1007/s10584-013-1010-2",NA,0,2,0,1,FALSE,2013,1.883,"C"
8,"Spatiotemporal variability of winter wheat phenology in response to weather and climate variability in China","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2013-12-03","10.1007/s11027-013-9531-6",NA,0,2,0,1,FALSE,2013,0.891,"A"
8,"A preliminary discussion on the opportunities and challenges of linking climate change adaptation with disaster risk reduction","Natural Hazards","0921-030X, 1573-0840","Article","2013-12-03","10.1007/s11069-013-0966-6",NA,0,2,0,1,FALSE,2013,0.762,"A"
8,"Drastic reduction in the potential habitats for alpine and subalpine vegetation in the Pyrenees due to twenty-first-century climate change","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-03-03","10.1007/s10113-013-0427-5",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"Adaptation of Iranian farmers to climate variability and change","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-11-22","10.1007/s10113-013-0558-8",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"Climate change in the Tibetan plateau three rivers source region: 1960-2009","International Journal of Climatology","0899-8418, 1097-0088","Article","2012-01-01","10.1002/joc.3642",NA,0,2,0,1,FALSE,2012,1.823,"C"
8,"Public perception of climate change in China: results from the questionnaire survey","Natural Hazards","0921-030X, 1573-0840","Article","2013-05-22","10.1007/s11069-013-0711-1",NA,0,2,0,1,FALSE,2013,0.762,"A"
8,"Interactions between carbon dioxide, climate, weathering, and the Antarctic ice sheet in the earliest Oligocene ","Global and Planetary Change","0921-8181","Article","2013-09-01","10.1016/j.gloplacha.2013.09.012",NA,0,2,0,1,FALSE,2013,1.741,"B"
8,"Assessing suitability of apple cultivation under climate change in mountainous regions of western Nepal","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-09-26","10.1007/s10113-013-0531-6",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"Productivity of rainfed wheat as affected by climate change scenario in northeastern Punjab, India","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-01-24","10.1007/s10113-013-0412-z",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"Climate change impact on countrywide water balance in Bolivia","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-09-22","10.1007/s10113-013-0534-3",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"Response of diatoms and silicoflagellates to climate change and warming in the California Current during the past 250 years and the recent rise of the toxic diatom Pseudo-nitzschia australis ","Quaternary International","1040-6182","Article","2013-10-01","10.1016/j.quaint.2012.07.002",NA,0,2,0,1,FALSE,2013,1.096,"A"
8,"Redistribution of prehistoric Tarim people in response to climate change ","Quaternary International","1040-6182","Article","2013-10-01","10.1016/j.quaint.2013.01.021",NA,0,2,0,1,FALSE,2013,1.096,"A"
8,"Reassessing regime shifts in the North Pacific: incremental climate change and commercial fishing are necessary for explaining decadalâ??scale biological variability","Global Change Biology","1354-1013, 1365-2486","Article","2013-11-17","10.1111/gcb.12373",NA,0,2,0,1,FALSE,2013,4.768,"D"
8,"China’s regional vulnerability to drought and its mitigation strategies under climate change: data envelopment analysis and analytic hierarchy process integrated approach","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2013-08-21","10.1007/s11027-013-9494-7",NA,0,2,0,1,FALSE,2013,0.891,"A"
8,"Climate mitigation policy implications for global irrigation water demand","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2013-08-22","10.1007/s11027-013-9497-4",NA,0,2,0,1,FALSE,2013,0.891,"A"
8,"Virtual water trade flows and savings under climate change","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2013-01-01","10.5194/hess-17-3219-2013",NA,0,2,0,1,TRUE,2013,2.216,"C"
8,"Climate change adaptation support tools in Australia","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-07-18","10.1007/s10113-013-0501-z",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"A mechanistic approach reveals non linear effects of climate warming on mussels throughout the Mediterranean sea","Climatic Change","0165-0009, 1573-1480","Article","2016-08-26","10.1007/s10584-016-1780-4",NA,0,3,0,2,FALSE,2016,1.883,"C"
8,"Towards a fair comparison of statistical and dynamical downscaling in the framework of the EURO-CORDEX initiative","Climatic Change","0165-0009, 1573-1480","Article","2016-05-07","10.1007/s10584-016-1683-4",NA,0,0,0,14,FALSE,2016,1.883,"C"
8,"Common human identity and the path to global climate justice","Climatic Change","0165-0009, 1573-1480","Article","2015-10-29","10.1007/s10584-015-1548-2",NA,0,1,0,2,FALSE,2015,1.883,"C"
8,"The effect of tropical cyclones on climate change engagement","Climatic Change","0165-0009, 1573-1480","Article","2016-01-11","10.1007/s10584-015-1590-0",NA,0,1,0,3,FALSE,2016,1.883,"C"
8,"Population variability complicates the accurate detection of climate change responses","Global Change Biology","1354-1013, 1365-2486","Article","2016-01-01","10.1111/gcb.13211",NA,0,1,0,2,FALSE,2016,4.768,"D"
8,"Recent accelerating mass loss of southeast Tibetan glaciers and the relationship with changes in macroscale atmospheric circulations","Climate Dynamics","0930-7575, 1432-0894","Article","2015-10-23","10.1007/s00382-015-2872-y",NA,0,1,0,2,FALSE,2015,3.019,"D"
8,"Velocity of temperature and flowering time in wheat – Assisting breeders to keep pace with climate change","Global Change Biology","1354-1013, 1365-2486","Article","2015-10-01","10.1111/gcb.13118",NA,0,1,0,2,FALSE,2015,4.768,"D"
8,"Projected climate change impacts on vegetation distribution over Kashmir Himalayas","Climatic Change","0165-0009, 1573-1480","Article","2015-07-05","10.1007/s10584-015-1456-5",NA,0,1,0,2,FALSE,2015,1.883,"C"
8,"Terrestrial net primary productivity in India during 1901–2010: contributions from multiple environmental changes","Climatic Change","0165-0009, 1573-1480","Article","2015-07-02","10.1007/s10584-015-1448-5",NA,0,1,0,2,FALSE,2015,1.883,"C"
8,"Assessment of urban effect on observed warming trends during 1955–2012 over China: a case of 45 cities","Climatic Change","0165-0009, 1573-1480","Article","2015-06-25","10.1007/s10584-015-1446-7",NA,0,1,0,2,FALSE,2015,1.883,"C"
8,"Twenty first century climatic and hydrological changes over Upper Indus Basin of Himalayan region of Pakistan","Environmental Research Letters","1748-9326","Article","2015-01-01","10.1088/1748-9326/10/1/014007",NA,0,1,0,1,TRUE,2015,2.628,"C"
8,"Northward migration under a changing climate: a case study of blackgum (Nyssa sylvatica)","Climatic Change","0165-0009, 1573-1480","Article","2014-07-27","10.1007/s10584-014-1207-z",NA,0,1,0,2,FALSE,2014,1.883,"C"
8,"Climate change adaptation strategies for smallholder farmers in the Brazilian Sertão","Climatic Change","0165-0009, 1573-1480","Article","2014-07-22","10.1007/s10584-014-1186-0",NA,0,1,0,2,FALSE,2014,1.883,"C"
8,"Responses of carbon dioxide flux and plant biomass to water table drawdown in a treed peatland in northern Alberta: a climate change perspective","Biogeosciences","1726-4170, 1726-4189","Article","2014-02-11","10.5194/bg-11-807-2014",NA,0,1,0,2,TRUE,2014,2.328,"C"
8,"Estimation of the economic impact of temperature changes induced by a shutdown of the thermohaline circulation: an application of FUND","Climatic Change","0165-0009, 1573-1480","Article","2010-01-16","10.1007/s10584-009-9796-7",NA,0,1,0,2,FALSE,2010,1.883,"C"
8,"Niche-based responses in addressing the climatic constraints to farm production: analogues to climate-change adaptation in Nepal","Climate and Development","1756-5529, 1756-5537","Article","2013-05-20","10.1080/17565529.2013.789790",NA,0,0,0,18,FALSE,2013,0.805,"A"
8,"Stacked species distribution models and macroecological models provide congruent projections of avian species richness under climate change","Journal of Biogeography","0305-0270, 1365-2699","Article","2015-02-16","10.1111/jbi.12479",NA,0,0,0,15,FALSE,2015,2.467,"C"
8,"Schools of thought","Nature Climate Change","1758-678X, 1758-6798","Article","2012-04-22","10.1038/nclimate1494",NA,0,0,0,14,FALSE,2012,8.256,"D"
8,"Coupling a water balance model with forest inventory data to predict drought stress: the role of forest structural changes vs. climate changes","Agricultural and Forest Meteorology","0168-1923","Article","2015-11-01","10.1016/j.agrformet.2015.06.012",NA,0,2,0,1,FALSE,2015,1.976,"C"
8,"Advancing climate compatible development: lessons from southern Africa","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-09-19","10.1007/s10113-013-0533-4",NA,0,0,0,17,FALSE,2013,1.13,"A"
8,"Climate change: Tropical extremes","Nature Geoscience","1752-0894, 1752-0908","Article","2012-09-16","10.1038/ngeo1587",NA,0,1,0,1,FALSE,2012,7.212,"D"
8,"Mammals, freshwater reference states, and the mitigation of climate change","Freshwater Biology","0046-5070, 1365-2427","Article","2015-06-09","10.1111/fwb.12614",NA,0,0,0,14,FALSE,2015,1.568,"B"
8,"Enhancing climate change adaptation in Africa assessing the role of local institutions in Southern Benin","Climate and Development","1756-5529, 1756-5537","Article","2013-10-28","10.1080/17565529.2013.844677",NA,0,0,0,16,FALSE,2013,0.805,"A"
8,"Will climate change promote future invasions?","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12344",NA,0,0,0,13,FALSE,2013,4.768,"D"
8,"Altered dynamics of forest recovery under a changing climate","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12194",NA,0,0,0,9,FALSE,2013,4.768,"D"
8,"Regional variation in perceptions about climate change","International Journal of Climatology","0899-8418, 1097-0088","Article","2009-05-28","10.1002/joc.1930",NA,0,1,0,1,FALSE,2009,1.823,"C"
8,"Climate change effects on an endemic-rich edaphic flora: resurveying Robert H. Whittaker's Siskiyou sites (Oregon, USA)","Ecology","0012-9658, 1939-9170","Article","2010-12-01","10.1890/09-1057.1",NA,0,1,0,1,FALSE,2010,3.255,"D"
8,"Mainstreaming adaptation in India – the Mahatma Gandhi National Rural Employment Guarantee Act and climate change","Climate and Development","1756-5529, 1756-5537","Article","2014-07-23","10.1080/17565529.2014.934772",NA,0,0,0,16,FALSE,2014,0.805,"A"
8,"A spatial and temporal drought risk assessment of three major tree species in Britain using probabilistic climate change projections","Climatic Change","0165-0009, 1573-1480","Article","2014-04-25","10.1007/s10584-014-1122-3",NA,0,0,0,10,FALSE,2014,1.883,"C"
8,"A climate change vulnerability framework for Corales del Rosario y San Bernardo National Natural Park, Colombia","Climate Research","0936-577X, 1616-1572","Article","2016-09-26","10.3354/cr01401",NA,0,1,0,1,FALSE,2016,0.831,"A"
8,"Climate change implications for Torres Strait fisheries: assessing vulnerability to inform adaptation","Climatic Change","0165-0009, 1573-1480","Article","2015-12-23","10.1007/s10584-015-1583-z",NA,0,1,0,1,FALSE,2015,1.883,"C"
8,"The effect of climate policy on the impacts of climate change on river flows in the UK","Journal of Hydrology","0022-1694","Article","2014-03-01","10.1016/j.jhydrol.2013.12.046",NA,0,2,0,2,FALSE,2014,1.745,"C"
8,"Ocean acidification and climate change: synergies and challenges of addressing both under the UNFCCC","Climate Policy","1469-3062, 1752-7457","Article","2011-10-10","10.1080/14693062.2012.620788",NA,0,1,0,1,FALSE,2011,1.165,"B"
8,"Climate change implications in the northern coastal temperate rainforest of North America","Climatic Change","0165-0009, 1573-1480","Article","2015-02-27","10.1007/s10584-015-1355-9",NA,0,1,0,1,FALSE,2015,1.883,"C"
8,"The importance of phylogeny to the study of phenological response to global climate change","Philosophical Transactions of the Royal Society B: Biological Sciences","0962-8436, 1471-2970","Article","2010-01-01","10.1098/rstb.2010.0130",NA,0,1,0,1,FALSE,2010,2.137,"C"
8,"Physical and economic bias in climate change research: a scientometric study of IPCC Third Assessment Report","Climatic Change","0165-0009, 1573-1480","Article","2011-02-12","10.1007/s10584-011-0018-8",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Temperature sensitivity thresholds to warming and cooling in phenophases of alpine plants","Climatic Change","0165-0009, 1573-1480","Article","2016-09-09","10.1007/s10584-016-1802-2",NA,0,1,0,2,FALSE,2016,1.883,"C"
8,"Multispecies dendroclimatic reconstructions of summer temperature in the European Alps enhanced by trees highly sensitive to temperature","Climatic Change","0165-0009, 1573-1480","Article","2016-04-05","10.1007/s10584-016-1658-5",NA,0,1,0,2,FALSE,2016,1.883,"C"
8,"Climate change scenarios for the California region","Climatic Change","0165-0009, 1573-1480","Article","2008-01-26","10.1007/s10584-007-9377-6",NA,0,1,0,1,FALSE,2008,1.883,"C"
8,"Perceptions of recent rainfall changes in Niger: a comparison between climate-sensitive and non-climate sensitive households","Climatic Change","0165-0009, 1573-1480","Article","2015-11-27","10.1007/s10584-015-1562-4",NA,0,1,0,1,FALSE,2015,1.883,"C"
8,"Variability in crop yields associated with climate anomalies in China over the past three decades","Regional Environmental Change","1436-3798, 1436-378X","Article","2016-01-07","10.1007/s10113-015-0920-0",NA,0,1,0,1,FALSE,2016,1.13,"A"
8,"Flood risk and climate change in the Rotterdam area, The Netherlands: enhancing citizen's climate risk perceptions and prevention responses despite skepticism","Regional Environmental Change","1436-3798, 1436-378X","Article","2015-12-12","10.1007/s10113-015-0900-4",NA,0,1,0,1,TRUE,2015,1.13,"A"
8,"Vulnerability, resilience and development discourses in context of climate change","Natural Hazards","0921-030X, 1573-0840","Article","2010-01-28","10.1007/s11069-010-9499-4",NA,0,0,2,2,FALSE,2010,0.762,"A"
8,"Atlantic-induced pan-tropical climate change over the past three decades","Nature Climate Change","1758-678X, 1758-6798","Article","2015-11-02","10.1038/nclimate2840",NA,0,0,0,17,FALSE,2015,8.256,"D"
8,"Global monsoon change during the Last Glacial Maximum: a multi-model study","Climate Dynamics","0930-7575, 1432-0894","Article","2015-10-26","10.1007/s00382-015-2841-5",NA,0,1,0,2,TRUE,2015,3.019,"D"
8,"Reframing adaptation: The political nature of climate change adaptation ","Global Environmental Change","0959-3780","Article","2015-11-01","10.1016/j.gloenvcha.2015.09.014",NA,0,1,0,1,FALSE,2015,3.507,"D"
8,"Modeling climate change impact on potato crop phenology, and risk of frost damage and heat stress in northern Europe ","Agricultural and Forest Meteorology","0168-1923","Article","2015-12-01","10.1016/j.agrformet.2015.08.266",NA,0,1,0,1,FALSE,2015,1.976,"C"
8,"Navigating the dilemmas of climate policy in Europe: evidence from policy evaluation studies","Climatic Change","0165-0009, 1573-1480","Article","2009-10-13","10.1007/s10584-009-9682-3",NA,0,1,0,1,FALSE,2009,1.883,"C"
8,"How climate proof is the European Union’s biodiversity policy?","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-07-31","10.1007/s10113-014-0647-3",NA,0,1,0,1,FALSE,2014,1.13,"A"
